question;relation
what is an action game?;http://dbpedia.org/ontology/genre
who composed i like it;http://dbpedia.org/ontology/writer
What sort of music is on the album feel it;http://dbpedia.org/ontology/genre
What type of genre does tripping the light fantastic perform?;http://dbpedia.org/ontology/genre
allen ross culpepper  was born in what US state;http://dbpedia.org/ontology/birthPlace
What genre of music does yuki chikudate make?;http://dbpedia.org/ontology/genre
where did orhan aksoy die;http://dbpedia.org/ontology/deathPlace
What is the time zone of haaren, north brabant?;http://dbpedia.org/ontology/timeZone
what's a historic site in flat rock;http://dbpedia.org/ontology/location
Who's an actress born in brandenburg;http://dbpedia.org/ontology/birthPlace
List an avant-garde by John Zorn?;http://dbpedia.org/ontology/genre
What genre of music is the album danzig ii: lucifuge;http://dbpedia.org/ontology/genre
what is an example of a blues-rock album;http://dbpedia.org/ontology/genre
Name a location within the north american central time zone;http://dbpedia.org/ontology/timeZone
what types of music is sub rosa;http://dbpedia.org/ontology/genre
What's a country album released by wayne hancock;http://dbpedia.org/ontology/genre
where was sergio dias ribeiro born?;http://dbpedia.org/ontology/birthPlace
Which country does michael niedrig identify with;http://dbpedia.org/ontology/birthPlace
Where was liliana ronchetti born?;http://dbpedia.org/ontology/birthPlace
where did Dorde krstic die;http://dbpedia.org/ontology/deathPlace
Where was georg reutter deceased?;http://dbpedia.org/ontology/deathPlace
what album does blues-rock have;http://dbpedia.org/ontology/genre
Name a synthpop musician.;http://dbpedia.org/ontology/genre
what's an album that features exclusively britpop;http://dbpedia.org/ontology/genre
which album by dweezil zappa is glam metal;http://dbpedia.org/ontology/genre
what kind of music does j style play;http://dbpedia.org/ontology/genre
who wrote the film wings of desire;http://dbpedia.org/ontology/writer
Where was cristina mittermeier born?;http://dbpedia.org/ontology/birthPlace
what city was letitia baldrige born in;http://dbpedia.org/ontology/birthPlace
where in the middle east is mohammad-reza honarmand born in?;http://dbpedia.org/ontology/birthPlace
Which city did fritz lange die in;http://dbpedia.org/ontology/deathPlace
where was dejan borovnjak born;http://dbpedia.org/ontology/birthPlace
what kind of music is autobiography?;http://dbpedia.org/ontology/genre
what types of music is created by downset;http://dbpedia.org/ontology/genre
which city is wolfgang zuckermann from;http://dbpedia.org/ontology/birthPlace
what style of music does masters of the universe play;http://dbpedia.org/ontology/genre
which album is pop music;http://dbpedia.org/ontology/genre
Where did princess maria luisa carlota of parma die;http://dbpedia.org/ontology/deathPlace
Who is a reggae fusion artist?;http://dbpedia.org/ontology/genre
Name a pop punk artist from Seattle, Washington;http://dbpedia.org/ontology/genre
Who is a notable figure that is from tehran;http://dbpedia.org/ontology/birthPlace
Where exactly was matthew turner born;http://dbpedia.org/ontology/birthPlace
Where was knud lyne rahbek born;http://dbpedia.org/ontology/birthPlace
where did pasupuleti kannamba die;http://dbpedia.org/ontology/deathPlace
where would a tourist go in queenstown, new zealand;http://dbpedia.org/ontology/location
Name a grindcore album;http://dbpedia.org/ontology/genre
what time zone does chromo use;http://dbpedia.org/ontology/timeZone
what kind of music is daqui pro futuro;http://dbpedia.org/ontology/genre
Name an Indie music album.;http://dbpedia.org/ontology/genre
Name a blues artist.;http://dbpedia.org/ontology/genre
which city did akseli gallen-kallela die;http://dbpedia.org/ontology/deathPlace
what is a gangsta rap album?;http://dbpedia.org/ontology/genre
Who was the lyricist from the song titled baby love;http://dbpedia.org/ontology/writer
what kinds of music is played by cemetary;http://dbpedia.org/ontology/genre
What kind of music does mike skinner perform?;http://dbpedia.org/ontology/genre
What rock music album was released by a punk rock English band?;http://dbpedia.org/ontology/genre
what is a program in the genre animated television series;http://dbpedia.org/ontology/genre
what is a 1997 gangsta rap album;http://dbpedia.org/ontology/genre
What is a university in uttaradit;http://dbpedia.org/ontology/location
which music genre is rainbow;http://dbpedia.org/ontology/genre
Name a film written by jonathan lynn;http://dbpedia.org/ontology/writer
where did jan jakob maria de groot spend their final days;http://dbpedia.org/ontology/deathPlace
Where was mike todorovich born;http://dbpedia.org/ontology/birthPlace
where was alphonso taft born;http://dbpedia.org/ontology/birthPlace
what kind of program is the greatness of a hero?;http://dbpedia.org/ontology/genre
Which science fiction show was filmed in Czechoslovakia?;http://dbpedia.org/ontology/genre
where is far horizons;http://dbpedia.org/ontology/location
what is the time zone of vernon?;http://dbpedia.org/ontology/timeZone
Where was Jeovanio born?;http://dbpedia.org/ontology/birthPlace
what style of music does bleach (album) play in?;http://dbpedia.org/ontology/genre
What type of music does modern talking play;http://dbpedia.org/ontology/genre
what Chinese footballer was born in shijiazhuang;http://dbpedia.org/ontology/birthPlace
what is absalom willis robertson's place of birth;http://dbpedia.org/ontology/birthPlace
Where was anna-lisa baude born?;http://dbpedia.org/ontology/birthPlace
who was born in marburg;http://dbpedia.org/ontology/birthPlace
what is comfort a. adams's place of birth?;http://dbpedia.org/ontology/birthPlace
Who wrote the painted veil;http://dbpedia.org/ontology/writer
what movie did carlos velo write;http://dbpedia.org/ontology/writer
which genre is the album bec cartwright;http://dbpedia.org/ontology/genre
who was the lyricist for the song  hero;http://dbpedia.org/ontology/writer
Where was brian burke (ice hockey) born?;http://dbpedia.org/ontology/birthPlace
Where was kentaro katayama born?;http://dbpedia.org/ontology/birthPlace
Who was born in Gdansk?;http://dbpedia.org/ontology/birthPlace
what genre is A ma maniere... affiliated with;http://dbpedia.org/ontology/genre
where was fujiko takimoto born;http://dbpedia.org/ontology/birthPlace
what football player was born in memphis;http://dbpedia.org/ontology/birthPlace
what is the place of birth of donald h. tuck;http://dbpedia.org/ontology/birthPlace
who was born in preston;http://dbpedia.org/ontology/birthPlace
where was george leandro abreu de lima born;http://dbpedia.org/ontology/birthPlace
what is located in millersburg;http://dbpedia.org/ontology/location
What genre of music is on the album volta;http://dbpedia.org/ontology/genre
what type of musical genre is the album  understand this is a dream;http://dbpedia.org/ontology/genre
What is the cvg genre for ultima iv: quest of the avatar?;http://dbpedia.org/ontology/genre
What genre is the music album global underground 028: nick warren in shanghai;http://dbpedia.org/ontology/genre
Where did john drainie die;http://dbpedia.org/ontology/deathPlace
what man was born in kawasaki?;http://dbpedia.org/ontology/birthPlace
what kind of music is on for the love?;http://dbpedia.org/ontology/genre
what is the genre of live at the meadowlands;http://dbpedia.org/ontology/genre
What genre is the album if these streets could talk?;http://dbpedia.org/ontology/genre
what time zone is utica in;http://dbpedia.org/ontology/timeZone
what kind of music is house of lords;http://dbpedia.org/ontology/genre
what's one film that chris noonan wrote;http://dbpedia.org/ontology/writer
what kind of music is dangerous man;http://dbpedia.org/ontology/genre
what songs have liam howlett composed?;http://dbpedia.org/ontology/writer
What's a historical building in north royalton;http://dbpedia.org/ontology/location
Where was mykola livytskyi born?;http://dbpedia.org/ontology/birthPlace
what is  alain dorvals place of birth;http://dbpedia.org/ontology/birthPlace
what is one of avicii's compositions;http://dbpedia.org/ontology/writer
What motion picture did mike leigh write for;http://dbpedia.org/ontology/writer
where has north american central time zone;http://dbpedia.org/ontology/timeZone
what television show did mary jo pehl write episodes for?;http://dbpedia.org/ontology/writer
what area is central africa time in;http://dbpedia.org/ontology/timeZone
What is the nationality of bob guelker;http://dbpedia.org/ontology/birthPlace
what genre is the album hate culture under?;http://dbpedia.org/ontology/genre
Name a folk music album.;http://dbpedia.org/ontology/genre
who performs with a 20th-century classical music genre;http://dbpedia.org/ontology/genre
where is martin jeppesen originally from;http://dbpedia.org/ontology/birthPlace
where in the world was ron plumb born;http://dbpedia.org/ontology/birthPlace
Which genre is the album the best of from;http://dbpedia.org/ontology/genre
What genre of music does gary breit play?;http://dbpedia.org/ontology/genre
Who is an artist from the gothic rock genre;http://dbpedia.org/ontology/genre
who is an American pianist born in philadelphia;http://dbpedia.org/ontology/birthPlace
What type of artist is mark wilson;http://dbpedia.org/ontology/genre
who is the composer of sad but true;http://dbpedia.org/ontology/writer
Where did bill fouser die?;http://dbpedia.org/ontology/deathPlace
Where was andrea stoppini born;http://dbpedia.org/ontology/birthPlace
what type of music is freedom together!?;http://dbpedia.org/ontology/genre
which genre of music does a mark, a mission, a brand, a scar belong to?;http://dbpedia.org/ontology/genre
What's an example of a rock music album;http://dbpedia.org/ontology/genre
where is jaya bhattacharya from;http://dbpedia.org/ontology/birthPlace
what kind of music is by arie band?;http://dbpedia.org/ontology/genre
where was jaroslav vesin born;http://dbpedia.org/ontology/birthPlace
What genre of music is up and crumbling;http://dbpedia.org/ontology/genre
What genre is belle & sebastian known for;http://dbpedia.org/ontology/genre
What city did heinrich starke die in;http://dbpedia.org/ontology/deathPlace
what kind of mush is lets ride;http://dbpedia.org/ontology/genre
where was r.j. mattes born;http://dbpedia.org/ontology/birthPlace
what types of video game is beach life;http://dbpedia.org/ontology/genre
what is a hard rock  album by Gamma;http://dbpedia.org/ontology/genre
what is the genre of the album ugasi me?;http://dbpedia.org/ontology/genre
What's a tv series in the romance film genre;http://dbpedia.org/ontology/genre
Who's a footballer born in kingston;http://dbpedia.org/ontology/birthPlace
What kind of album is winternight tragedies;http://dbpedia.org/ontology/genre
Name a modern jazz singer.;http://dbpedia.org/ontology/genre
whats an example of a ragga album;http://dbpedia.org/ontology/genre
Where did addie l. wyatt pass away?;http://dbpedia.org/ontology/deathPlace
